candidate_id,city,fresh_graduate_status,skills,excel_skill,sql_skill,python_skill,power_bi_skill,looker_studio_skill,database_skill,tableau_skill,other_skills,candidate_goals,platform_source,province,for_job,upskills,networking,switch_career,total_skills,skill_level
422,Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
423,Kalimantan Selatan,Tidak,"Excel, SQL, Power BI, Databases",1,1,0,1,0,1,0,,"Upskill, Networking",LinkedIn,Kalimantan Selatan,0,1,1,0,4,Intermediate
424,Jakarta Selatan,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Jakarta,1,1,0,1,4,Intermediate
425,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R program ",1,1,1,1,1,1,1, R program,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
426,Kota Bekasi ,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",Teman,Jawa Barat,1,1,0,0,7,Advanced
427,Banten,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,5,Intermediate
428,Tangerang,Ya,Python,0,0,1,0,0,0,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,1,Beginner
429,BSD,Tidak,"Excel, SQL, Looker Studio, Databases, Tableau",1,1,0,0,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,5,Intermediate
430,Jogja,Ya,"SQL, Databases",0,1,0,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,DI Yogyakarta,1,1,1,0,2,Beginner
431,pekanbaru,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Riau,1,1,1,1,7,Advanced
432,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Cari Kerja,LinkedIn,Jawa Barat,1,0,0,0,7,Advanced
433,Bandung,Tidak,"Excel, SQL, Power BI, Looker Studio, Databases",1,1,0,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,5,Intermediate
434,Jakarta Selatan,Ya,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,5,Intermediate
435,Semarang,Ya,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Upskill, Networking",LinkedIn,Jawa Tengah,0,1,1,0,3,Intermediate
436,Klaten,Tidak,"SQL, Python, Power BI, Databases, Data Engineering",0,1,1,1,0,1,0, Data Engineering,"Upskill, Networking",LinkedIn,Jawa Tengah,0,1,1,0,4,Intermediate
437,Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Kafka",1,1,1,1,1,1,1, Kafka,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,7,Advanced
438,Sukabumi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
439,Depok,Tidak,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,5,Intermediate
440,Banyumas,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,4,Intermediate
441,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,7,Advanced
442,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Pentaho",1,1,1,1,1,1,1, Pentaho,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
443,Surakarta ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
444,Kalimantan Selatan,Ya,"Excel, Databases",1,0,0,0,0,1,0,,"Cari Kerja, Upskill",LinkedIn,Kalimantan Selatan,1,1,0,0,2,Beginner
445,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
446,Yogyakarta ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,DI Yogyakarta,1,1,1,0,7,Advanced
447,Banten,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,6,Advanced
448,Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Data Science, Bigquery",1,1,1,1,1,1,1," Data Science, Bigquery","Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,7,Advanced
449,Bandung,Tidak,"Python, Databases, Tableau",0,0,1,0,0,1,1,,Switch Career,LinkedIn,Jawa Barat,0,0,0,1,3,Intermediate
450,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
451,Bandung,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,3,Intermediate
452,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Python",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Barat,1,1,1,1,7,Advanced
453,DI Yogyakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Belum ada mapping,1,1,1,0,7,Advanced
454,Yogyakarta,Ya,"Power BI, Databases",0,0,0,1,0,1,0,,"Cari Kerja, Upskill, Networking",Teman,DI Yogyakarta,1,1,1,0,2,Beginner
455,Cilacap,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
456,Karawang,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,6,Advanced
457,"salsafal, gang menukan II no.971, brontokusuman,mergangsan, yogyakarta",Tidak,"SQL, Python, Looker Studio, Databases",0,1,1,0,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Belum ada mapping,1,1,1,1,4,Intermediate
458,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
459,Jakarta ,Tidak,"Excel, SQL, Python, Looker Studio, Databases, Tableau",1,1,1,0,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,6,Advanced
460,Surabaya,Ya,Semua yg di atas ,0,0,0,0,0,0,0,Semua yg di atas,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Timur,1,1,1,1,0,Beginner
461,Jawa Tengah,Ya,"SQL, Python, Power BI, Databases, Tableau, BigQuery, dbt, Airflow",0,1,1,1,0,1,1," BigQuery, dbt, Airflow","Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,5,Intermediate
462,Serang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,7,Advanced
463,Depok,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,4,Intermediate
464,Surabaya,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
465,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,Switch Career,LinkedIn,Jakarta,0,0,0,1,6,Advanced
466,Bogor,Ya,"Excel, Power BI, Databases",1,0,0,1,0,1,0,,"Cari Kerja, Upskill",Instagram,Jawa Barat,1,1,0,0,3,Intermediate
467,Palangkaraya,Tidak,"SQL, Tableau",0,1,0,0,0,0,1,,"Upskill, Switch Career",LinkedIn,Kalimantan Tengah ,0,1,0,1,2,Beginner
468,Medan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Utara,1,1,1,1,7,Advanced
469,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
470,Sragen,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
471,Jakarta,Ya,"SQL, Python, Power BI, Tableau",0,1,1,1,0,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,4,Intermediate
472,Bekasi ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",Teman,Jawa Barat,1,1,1,0,7,Advanced
473,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Aiven",1,1,1,1,1,1,1, Aiven,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
474,Jakarta Timur ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,7,Advanced
475,Garut,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,6,Advanced
476,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
477,Purwokerto,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
478,surabaya,Ya,"Excel, SQL, Python, Looker Studio, Databases, Tableau",1,1,1,0,1,1,1,,Upskill,LinkedIn,Jawa Timur,0,1,0,0,6,Advanced
479,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,6,Advanced
480,Malang ,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,Upskill,Teman,Jawa Timur,0,1,0,0,4,Intermediate
481,Tangerang ,Ya,"Excel, Power BI, Looker Studio, Tableau",1,0,0,1,1,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Banten,0,1,1,1,4,Intermediate
482,Jombang,Ya,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Cari Kerja, Upskill, Networking",Instagram,Jawa Timur,1,1,1,0,5,Intermediate
483,Jawa Timur ,Ya,Excel,1,0,0,0,0,0,0,,Upskill,Teman,Jawa Timur,0,1,0,0,1,Beginner
484,Banjarmasin,Ya,"SQL, Python, Power BI",0,1,1,1,0,0,0,,"Cari Kerja, Upskill",LinkedIn,Kalimantan Selatan,1,1,0,0,3,Intermediate
485,Jakarta Pusat,Ya,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,5,Intermediate
486,Jogja,Ya,"SQL, Python, Power BI, Tableau",0,1,1,1,0,0,1,,"Upskill, Networking",Teman,DI Yogyakarta,0,1,1,0,4,Intermediate
487,Magelang,Tidak,"Python, Power BI, Databases",0,0,1,1,0,1,0,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,0,1,1,1,3,Intermediate
488,Kediri,Tidak,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Networking",Instagram,Jawa Timur,1,0,1,0,4,Intermediate
489,Klaten,Tidak,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,Upskill,Instagram,Jawa Tengah,0,1,0,0,4,Intermediate
490,Rangkasbitung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Banten,1,1,1,1,7,Advanced
491,Malang,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
492,Jakarta timur,Ya,"Excel, Databases",1,0,0,0,0,1,0,,"Cari Kerja, Upskill",LinkedIn,Jakarta,1,1,0,0,2,Beginner
493,Depok,Tidak,"Excel, SQL, Python",1,1,1,0,0,0,0,,Switch Career,LinkedIn,Jawa Barat,0,0,0,1,3,Intermediate
494,DKI Jakarta,Tidak,"SQL, Python",0,1,1,0,0,0,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,2,Beginner
495,DKI Jakarta ,Tidak,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,3,Intermediate
496,Medan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,7,Advanced
497,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
498,Makassar,Tidak,"SQL, Python, Power BI, Looker Studio, Ingin belajar automasi update data",0,1,1,1,1,0,0, Ingin belajar automasi update data,"Upskill, Networking",LinkedIn,Sulawesi Selatan,0,1,1,0,4,Intermediate
499,Depok,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
500,DEPOK,Tidak,"SQL, Python, Power BI, Looker Studio, Tableau",0,1,1,1,1,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,5,Intermediate
501,Jawa Timur,Ya,"Power BI, Looker Studio, Databases, Tableau",0,0,0,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
502,Klaten,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jawa Tengah,0,1,1,0,7,Advanced
503,Tangerang,Ya,"Excel, SQL, Power BI, Databases, Tableau",1,1,0,1,0,1,1,,"Cari Kerja, Switch Career",LinkedIn,Banten,1,0,0,1,5,Intermediate
504,Surabaya,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Switch Career,LinkedIn,Jawa Timur,0,0,0,1,7,Advanced
505,Bogor,Tidak,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,5,Intermediate
506,Sulawesi Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sulawesi Selatan,1,1,1,0,7,Advanced
507,Medan,Ya,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,5,Intermediate
508,Pekanbaru,Ya,"Excel, Power BI",1,0,0,1,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Riau,1,1,1,1,2,Beginner
509,Kota Bengkulu,Ya,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Bengkulu,1,1,1,1,5,Intermediate
510,Surabaya,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
511,Depok,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R",1,1,1,1,1,1,1, R,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
512,Kalimantan Barat,Ya,"Excel, Looker Studio",1,0,0,0,1,0,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Kalimantan Barat,1,1,1,0,2,Beginner
513,Bandung,Ya,"SQL, Power BI, Looker Studio, Databases, Tableau",0,1,0,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,5,Intermediate
514,Semarang ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,7,Advanced
515,Jakarta ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,7,Advanced
516,Sulawesi Tengah ,Ya,"Excel, Python, Looker Studio, Databases",1,0,1,0,1,1,0,,"Cari Kerja, Upskill",LinkedIn,Sulawesi Tengah,1,1,0,0,4,Intermediate
517,Jawa Barat,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",Teman,Jawa Barat,0,1,1,0,7,Advanced
518,Ciamis Jawa Barat ,Ya,"Excel, SQL, Looker Studio, Tableau",1,1,0,0,1,0,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,4,Intermediate
519,Surabaya,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
520,Depok,Ya,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Jawa Barat,1,1,0,1,4,Intermediate
521,"Balikpapan, Kalimantan Timur",Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Kalimantan Timur,0,1,1,1,7,Advanced
522,Tangerang Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Banten,0,1,1,1,7,Advanced
523,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Data Engineer tools, API dll",1,1,1,1,1,1,1," Data Engineer tools, API dll","Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,7,Advanced
524,Wonosobo,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
525,Pasaman Barat,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill",LinkedIn,Sumatera Barat,1,1,0,0,3,Intermediate
526,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
527,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
528,"Gresik, Jawa Timur",Ya,"Excel, SQL, Databases",1,1,0,0,0,1,0,,"Upskill, Networking",Teman,Jawa Timur,0,1,1,0,3,Intermediate
529,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",Teman,Jakarta,0,1,1,0,7,Advanced
530,"Purwokerto, Kabupaten Banyumas",Ya,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,6,Advanced
531,Tangerang,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Banten,1,1,1,1,4,Intermediate
532,Cikarang,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
533,Tangerang,Ya,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,3,Intermediate
534,Bengkulu ,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Bengkulu,1,1,1,1,4,Intermediate
535,Serang,Ya,"Excel, SQL, Power BI, Databases, Tableau",1,1,0,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Banten,1,1,1,1,5,Intermediate
536,Kalsel,Tidak,"Databases, Excel",1,0,0,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Kalimantan Selatan,1,1,1,1,2,Beginner
537,jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,7,Advanced
538,Riau,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Riau,1,1,1,0,7,Advanced
539,Pekalongan,Ya,"Excel, SQL, Databases",1,1,0,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,3,Intermediate
540,Cilacap,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
541,Cilacap,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, ",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
542,Jakarta Utara ,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Switch Career",LinkedIn,Jakarta,1,0,0,1,7,Advanced
543,Surabaya,Ya,"Excel, Power BI, Looker Studio, Databases",1,0,0,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
544,Surabaya,Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,5,Intermediate
545,Kediri,Tidak,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Networking, Switch Career",LinkedIn,Jawa Timur,0,0,1,1,5,Intermediate
546,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Barat,1,1,0,0,7,Advanced
547,Kab. Tangerang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Banten,1,1,0,0,7,Advanced
548,Pontianak,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Kalimantan Barat,1,1,1,1,7,Advanced
549,Bengkulu,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Cari Kerja, Upskill",LinkedIn,Bengkulu,1,1,0,0,6,Advanced
550,Magetan,Ya,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Tengah,1,1,0,0,4,Intermediate
551,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Tableau",1,1,1,1,1,0,1,,"Upskill, Networking, Switch Career",Teman,Jawa Barat,0,1,1,1,6,Advanced
552,pekanbaru,Tidak,"Python, Power BI, Looker Studio, Tableau",0,0,1,1,1,0,1,,Upskill,Teman,Riau,0,1,0,0,4,Intermediate
553,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
554,Medan ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Utara,1,1,1,0,7,Advanced
555,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,6,Advanced
556,Bandung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
557,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jakarta,1,1,1,1,7,Advanced
558,Kalimantan Tengah,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Kalimantan Tengah ,1,1,1,0,7,Advanced
